	ORDO-ID	Concept	Mapped_Term	SNOMED_ID	SNOMED_Term	ORDO_ID
223	91359	Chronic pneumonitis of infancy	Chronic pneumonitis of infancy	708026002	Chronic pneumonitis of infancy (disorder)	
224	101005	Autosomal recessive spastic paraplegia type 25	Autosomal recessive spastic paraplegia type 25	732933009	Autosomal recessive spastic paraplegia type 25 (disorder)	
225	309108	Pancreatic colipase deficiency	Pancreatic colipase deficiency	69478001	Pancreatic colipase deficiency (disorder)	
226	99938	Autosomal dominant Charcot-Marie-Tooth disease type 2D	Autosomal dominant Charcot-Marie-Tooth disease type 2D	717011006	Autosomal dominant Charcot-Marie-Tooth disease type 2D (disorder)	
227	370959	Congenital muscular dystrophy with cerebellar involvement	Congenital muscular dystrophy with cerebellar involvement	783176002	Congenital muscular dystrophy with cerebellar involvement (disorder)	
228	2591	Infantile myofibromatosis	Infantile myofibromatosis	254146000	Infantile myofibromatosis (disorder)	
229	352682	Cobblestone lissencephaly without muscular or ocular involvement	Cobblestone lissencephaly without muscular or ocular involvement	785299009	Cobblestone lissencephaly without muscular or ocular involvement (disorder)	
230	199276	Familial multiple lipomatosis	Familial multiple lipomatosis	766888002	Familial multiple lipomatosis (disorder)	
231	941	D-glyceric aciduria	D-glyceric aciduria	237980004	D-Glyceric aciduria (disorder)	
232	313846	Familial cutaneous telangiectasia and oropharyngeal cancer predisposition syndrome	Familial cutaneous telangiectasia and oropharyngeal cancer predisposition syndrome	782823001	Familial cutaneous telangiectasia and oropharyngeal cancer predisposition syndrome (disorder)	
233	1143	Neurogenic arthrogryposis multiplex congenita	Neurogenic arthrogryposis multiplex congenita	715316005	Neurogenic arthrogryposis multiplex congenita (disorder)	
234	2744	Horizontal gaze palsy with progressive scoliosis	Horizontal gaze palsy with progressive scoliosis	702381007	Horizontal gaze palsy with progressive scoliosis (disorder)	
235	347	Frasier syndrome	Frasier syndrome	445431000	Frasier syndrome (disorder)	
236	900	Granulomatosis with polyangiitis	Granulomatosis with polyangiitis	195353004	Granulomatosis with polyangiitis (disorder)	
237	1979	Lipodystrophy due to peptidic growth factors deficiency	Lipodystrophy due to peptidic growth factors deficiency	724176001	Lipodystrophy due to peptidic growth factors deficiency (disorder)	
238	140436	Primary intraosseous venous malformation	Primary intraosseous venous malformation	764100007	Primary intraosseous venous malformation (disorder)	
239	404521	Spinal muscular atrophy with respiratory distress type 2	Spinal muscular atrophy with respiratory distress type 2	770727008	Spinal muscular atrophy with respiratory distress type 2 (disorder)	
240	363558	New-onset refractory status epilepticus	New-onset refractory status epilepticus	770758009	New-onset refractory status epilepticus (disorder)	
241	31043	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement	725033008	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement (disorder)	
242	404466	Female infertility due to zona pellucida defect	Female infertility due to zona pellucida defect	770726004	Female infertility due to zona pellucida defect (disorder)	
243	90797	Partial androgen insensitivity syndrome	Partial androgen insensitivity syndrome	122811000119101	Partial androgen insensitivity syndrome (disorder)	
244	140957	Autosomal dominant macrothrombocytopenia	Autosomal dominant macrothrombocytopenia	720521008	Autosomal dominant macrothrombocytopenia (disorder)	
245	280654	Autosomal recessive nail dysplasia	Autosomal recessive nail dysplasia	782878007	Autosomal recessive nail dysplasia (disorder)	
246	98911	Distal myotilinopathy	Distal myotilinopathy	765196004	Distal myotilinopathy (disorder)	
247	182127	Extragonadal germinoma	Extragonadal germinoma	782672006	Extragonadal germinoma (disorder)	
248	319325	Tubulocystic renal cell carcinoma	Tubulocystic renal cell carcinoma	733603009	Tubulocystic renal cell carcinoma (disorder)	
249	93349	X-linked spondyloepimetaphyseal dysplasia	X-linked spondyloepimetaphyseal dysplasia	770603000	X-linked spondyloepimetaphyseal dysplasia (disorder)	
250	320370	Autosomal recessive spastic paraplegia type 43	Autosomal recessive spastic paraplegia type 43	764736001	Autosomal recessive spastic paraplegia type 43 (disorder)	
251	112	Bartter syndrome	Bartter syndrome	707742001	Bartter syndrome (disorder)	
252	157846	Neuroferritinopathy	Neuroferritinopathy	699299001	Neuroferritinopathy (disorder)	
253	1006	Alopecia antibody deficiency	Alopecia antibody deficiency	783205005	Alopecia antibody deficiency (disorder)	
254	166002	Multiple epiphyseal dysplasia due to collagen 9 anomaly	Multiple epiphyseal dysplasia due to collagen 9 anomaly	766717008	Multiple epiphyseal dysplasia due to collagen 9 anomaly (disorder)	
255	205	Crigler-Najjar syndrome	Crigler-Najjar syndrome	28259009	Crigler-Najjar syndrome (disorder)	
256	75378	Oligocone trichromacy	Oligocone trichromacy	722066001	Oligocone trichromacy (disorder)	
257	319524	Combined oxidative phosphorylation defect type 15	Combined oxidative phosphorylation defect type 15	763203009	Combined oxidative phosphorylation defect type 15 (disorder)	
258	97330	Thoracic outlet syndrome	Thoracic outlet syndrome	128210009	Thoracic outlet syndrome (disorder)	
259	93307	Multiple epiphyseal dysplasia type 4	Multiple epiphyseal dysplasia type 4	715672007	Multiple epiphyseal dysplasia type 4 (disorder)	
260	79241	Biotinidase deficiency	Biotinidase deficiency	8808004	Biotinidase deficiency (disorder)	
261	398097	Neonatal antiphospholipid syndrome	Neonatal antiphospholipid syndrome	774084003	Neonatal antiphospholipid syndrome (disorder)	
262	314978	X-linked non progressive cerebellar ataxia	X-linked non progressive cerebellar ataxia	766818009	X-linked non progressive cerebellar ataxia (disorder)	
263	100988	Autosomal dominant spastic paraplegia type 6	Autosomal dominant spastic paraplegia type 6	732949006	Autosomal dominant spastic paraplegia type 6 (disorder)	
264	833	Encephalopathy due to sulfite oxidase deficiency	Encephalopathy due to sulfite oxidase deficiency	715980003	Encephalopathy due to sulfite oxidase deficiency (disorder)	
265	270	Oculopharyngeal muscular dystrophy	Oculopharyngeal muscular dystrophy	77097004	Oculopharyngeal muscular dystrophy (disorder)	
266	178345	Aromatase excess syndrome	Aromatase excess syndrome	709075008	Aromatase excess syndrome (disorder)	
267	682	Hyperkalemic periodic paralysis	Hyperkalemic periodic paralysis	278513006	Hyperkalemic periodic paralysis (disorder)	
268	55880	Chondrosarcoma	Chondrosarcoma	443520009	Chondrosarcoma (disorder)	
269	178400	Distal myopathy with anterior tibial onset	Distal myopathy with anterior tibial onset	782675008	Distal myopathy with anterior tibial onset (disorder)	
270	69745	Warty dyskeratoma	Warty dyskeratoma	254676008	Warty dyskeratoma (disorder)	
271	158681	Epidermolysis bullosa simplex with circinate migratory erythema	Epidermolysis bullosa simplex with circinate migratory erythema	716700003	Epidermolysis bullosa simplex with circinate migratory erythema (disorder)	
272	2932	Chronic inflammatory demyelinating polyneuropathy	Chronic inflammatory demyelinating polyneuropathy	444728005	Chronic inflammatory demyelinating polyneuropathy (disorder)	
273	518	Acute megakaryoblastic leukemia	Acute megakaryoblastic leukemia	277602003	Acute megakaryoblastic leukemia (disorder)	
274	512	Metachromatic leukodystrophy	Metachromatic leukodystrophy	3621006	Metachromatic leukodystrophy (disorder)	
275	99870	Letterer-Siwe disease	Letterer-Siwe disease	366059005	Letterer-Siwe disease (disorder)	
276	281190	Congenital reticular ichthyosiform erythroderma	Congenital reticular ichthyosiform erythroderma	703504006	Congenital reticular ichthyosiform erythroderma (disorder)	
277	320355	Autosomal dominant spastic paraplegia type 41	Autosomal dominant spastic paraplegia type 41	763069002	Autosomal dominant spastic paraplegia type 41 (disorder)	
278	25980	X-linked myopathy with excessive autophagy	X-linked myopathy with excessive autophagy	719815005	X-linked myopathy with excessive autophagy (disorder)	
279	160148	Cap polyposis	Cap polyposis	720604008	Cap polyposis (disorder)	
280	320391	Autosomal recessive spastic paraplegia type 46	Autosomal recessive spastic paraplegia type 46	723822009	Autosomal recessive spastic paraplegia type 46 (disorder)	
281	139431	Jeavons syndrome	Jeavons syndrome	716278005	Jeavons syndrome (disorder)	
282	391343	Fatal post-viral neurodegenerative disorder	Fatal post-viral neurodegenerative disorder	774206008	Fatal post-viral neurodegenerative disorder (disorder)	
283	424073	Serous cystadenocarcinoma of pancreas	Serous cystadenocarcinoma of pancreas	783706007	Serous cystadenocarcinoma of pancreas (disorder)	
284	98920	Spinal muscular atrophy with respiratory distress type 1	Spinal muscular atrophy with respiratory distress type 1	711483003	Spinal muscular atrophy with respiratory distress type 1 (disorder)	
285	79276	Acute intermittent porphyria	Acute intermittent porphyria	234422006	Acute intermittent porphyria (disorder)	
286	724	Idiopathic acute eosinophilic pneumonia	Idiopathic acute eosinophilic pneumonia	724499007	Idiopathic acute eosinophilic pneumonia (disorder)	
287	275761	Lysosomal acid lipase deficiency	Lysosomal acid lipase deficiency	715923003	Lysosomal acid lipase deficiency (disorder)	
288	401862	Lipoyl transferase 1 deficiency	Lipoyl transferase 1 deficiency	782745008	Lipoyl transferase 1 deficiency (disorder)	
289	409	Hyperkeratosis lenticularis perstans	Hyperkeratosis lenticularis perstans	28488007	Hyperkeratosis lenticularis perstans (disorder)	
290	100986	Autosomal recessive spastic paraplegia type 5A	Autosomal recessive spastic paraplegia type 5A	763373005	Autosomal recessive spastic paraplegia type 5A (disorder)	
291	451607	Cutaneous pseudolymphoma	Cutaneous pseudolymphoma	128862000	Cutaneous pseudolymphoma (disorder)	
292	221083	Hemifacial spasm	Hemifacial spasm	193094003	Hemifacial spasm (disorder)	
293	47044	Hereditary papillary renal cell carcinoma	Hereditary papillary renal cell carcinoma	715561008	Hereditary papillary renal cell carcinoma (disorder)	
294	1549	Cryptosporidiosis	Cryptosporidiosis	240370009	Cryptosporidiosis (disorder)	
295	79445	Pseudopseudohypoparathyroidism	Pseudopseudohypoparathyroidism	237659007	Pseudopseudohypoparathyroidism (disorder)	
296	412189	Epidermolysis bullosa simplex due to exophilin 5 deficiency	Epidermolysis bullosa simplex due to exophilin 5 deficiency	773503009	Epidermolysis bullosa simplex due to exophilin 5 deficiency (disorder)	
297	94093	Neuroleptic malignant syndrome	Neuroleptic malignant syndrome	15244003	Neuroleptic malignant syndrome (disorder)	
298	99846	Autosomal dominant myoglobinuria	Autosomal dominant myoglobinuria	725903003	Autosomal dominant myoglobinuria (disorder)	
299	64739	Ovarian hyperstimulation syndrome	Ovarian hyperstimulation syndrome	129635004	Ovarian hyperstimulation syndrome (disorder)	
300	158022	Progressive nodular histiocytosis	Progressive nodular histiocytosis	765141005	Progressive nodular histiocytosis (disorder)	
301	637	Neurofibromatosis type 2	Neurofibromatosis type 2	92503002	Neurofibromatosis type 2 (disorder)	
302	29073	Multiple myeloma	Multiple myeloma	109989006	Multiple myeloma (disorder)	
303	2901	Neuralgic amyotrophy	Neuralgic amyotrophy	26609002	Neuralgic amyotrophy (disorder)	
304	429	Hypochondroplasia	Hypochondroplasia	205468002	Hypochondroplasia (disorder)	
305	46348	Paroxysmal extreme pain disorder	Paroxysmal extreme pain disorder	699190008	Paroxysmal extreme pain disorder (disorder)	
306	2133	Hemoglobin E disease	Hemoglobin E disease	25065001	Hemoglobin E disease (disorder)	
307	83312	Rickettsialpox	Rickettsialpox	75096007	Rickettsialpox (disorder)	
308	443227	Paratyphoid fever	Paratyphoid fever	85904008	Paratyphoid fever (disorder)	
309	319308	MiT family translocation renal cell carcinoma	MiT family translocation renal cell carcinoma	764694005	MiT family translocation renal cell carcinoma (disorder)	
310	166412	Hot water reflex epilepsy	Hot water reflex epilepsy	763534009	Hot water reflex epilepsy (disorder)	
311	251927	Extraventricular neurocytoma	Extraventricular neurocytoma	716787002	Extraventricular neurocytoma (disorder)	
312	2388	Choreoacanthocytosis	Choreoacanthocytosis	66881004	Choreoacanthocytosis (disorder)	
313	231111	Drug-induced lupus erythematosus	Drug-induced lupus erythematosus	80258006	Drug-induced lupus erythematosus (disorder)	
314	15	Achondroplasia	Achondroplasia	86268005	Achondroplasia (disorder)	
315	199260	Calcifying aponeurotic fibroma	Calcifying aponeurotic fibroma	703614006	Calcifying aponeurotic fibroma (disorder)	
316	2501	Metaphyseal chondrodysplasia, Spahr type	Metaphyseal chondrodysplasia, Spahr type	254084008	Metaphyseal chondrodysplasia, Spahr type (disorder)	
317	454706	Progressive muscular atrophy	Progressive muscular atrophy	88923002	Progressive muscular atrophy (disorder)	
318	97280	Glucagonoma	Glucagonoma	302823005	Glucagonoma (disorder)	
319	171617	Autosomal dominant spastic paraplegia type 38	Autosomal dominant spastic paraplegia type 38	783622001	Autosomal dominant spastic paraplegia type 38 (disorder)	
320	2833	Stiff skin syndrome	Stiff skin syndrome	765187004	Stiff skin syndrome (disorder)	
321	93	Aspartylglucosaminuria	Aspartylglucosaminuria	54954004	Aspartylglucosaminuria (disorder)	
322	289307	Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency	Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency	782828005	Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency (disorder)	
323	308013	Focal acral hyperkeratosis	Focal acral hyperkeratosis	400115004	Focal acral hyperkeratosis (disorder)	
324	443079	Central serous chorioretinopathy	Central serous chorioretinopathy	312956001	Central serous chorioretinopathy (disorder)	
325	677	Pancreatoblastoma	Pancreatoblastoma	189814006	Pancreatoblastoma (disorder)	
326	521127	Osteoradionecrosis of the mandible	Osteoradionecrosis of the mandible	109716001	Osteoradionecrosis of the mandible (disorder)	
327	46488	Linear IgA dermatosis	Linear IgA dermatosis	95330001	Linear IgA dermatosis (disorder)	
328	822	Hereditary spherocytosis	Hereditary spherocytosis	55995005	Hereditary spherocytosis (disorder)	
329	2882	Sitosterolemia	Sitosterolemia	238104009	Sitosterolemia (disorder)	
330	99885	Permanent neonatal diabetes mellitus	Permanent neonatal diabetes mellitus	609565001	Permanent neonatal diabetes mellitus (disorder)	
331	2334	Autosomal dominant keratitis	Autosomal dominant keratitis	715339004	Autosomal dominant keratitis (disorder)	
332	214	Cystinuria	Cystinuria	85020001	Cystinuria (disorder)	
333	507	Leishmaniasis	Leishmaniasis	80612004	Leishmaniasis (disorder)	
334	356	Gerstmann-Straussler-Scheinker syndrome	Gerstmann-Straussler-Scheinker syndrome	67155006	Gerstmann-Straussler-Scheinker syndrome (disorder)	
335	99701	Mesial temporal lobe epilepsy with hippocampal sclerosis	Mesial temporal lobe epilepsy with hippocampal sclerosis	770643005	Mesial temporal lobe epilepsy with hippocampal sclerosis (disorder)	
336	883	Extragonadal teratoma	Extragonadal teratoma	768937006	Extragonadal teratoma (disorder)	
337	449	Hepatoblastoma	Hepatoblastoma	109843000	Hepatoblastoma (disorder)	
